0	10.6806
1	10.6717
2	10.6780
3	10.6532
4	10.6031
5	10.4764
6	10.4226
7	10.3677
8	10.2805
9	10.2183
10	10.2145
11	10.1541
12	10.0890
13	10.0274
14	10.0324
15	9.9558
16	9.9912
17	9.8528
18	9.9027
19	9.6880
20	9.8273
21	9.7099
22	9.6974
23	9.7246
24	9.5323
25	9.6092
26	9.5334
27	9.4154
28	9.4096
29	9.3830
30	9.3832
31	9.4364
32	9.1640
33	9.1176
34	9.1428
35	9.0400
36	8.9923
37	8.7960
38	8.8053
39	8.8835
40	8.6512
41	8.5164
42	8.5015
43	8.5072
44	8.3722
45	8.3060
46	8.2126
47	8.2690
48	7.9459
49	8.0382
50	7.8998
51	7.7206
52	7.6924
53	7.6104
54	7.3133
55	7.5091
56	7.2894
57	7.1509
58	7.0852
59	6.9196
60	6.8727
61	6.8647
62	6.6515
63	6.8166
64	6.5079
65	6.5461
66	6.3964
67	6.3683
68	6.2227
69	6.0928
70	6.2682
71	6.3749
72	5.9929
73	5.8462
74	5.7189
75	5.4588
76	5.4750
77	5.7130
78	5.3576
79	5.5237
80	5.5556
81	5.1813
82	5.3408
83	5.2508
84	5.2545
85	5.2929
86	5.2181
87	5.3509
88	4.9412
89	5.2558
90	4.7963
91	5.1141
92	5.1570
93	4.7850
94	4.6655
95	4.6253
96	4.8601
97	4.6759
98	4.6688
99	5.1209
100	4.8936
101	4.8925
102	4.8918
103	4.9178
104	4.6759
105	4.6694
106	4.6376
107	4.7915
108	4.5753
109	4.7868
110	4.4582
111	4.7741
112	4.8059
113	4.7312
114	4.6687
115	4.8896
116	4.3982
117	4.6687
118	4.4337
119	4.3868
120	4.8865
121	4.5738
122	4.4574
123	4.2378
124	4.1738
125	4.4282
126	4.7833
127	4.6008
128	4.4445
129	4.3919
130	4.6537
131	4.6285
132	4.2591
133	4.3277
134	4.2410
135	4.2814
136	5.0836
137	5.0681
138	4.5582
139	4.1819
140	4.5791
141	4.6553
142	4.3855
143	4.2568
144	4.2211
145	4.5900
146	4.3536
147	4.2654
148	3.9511
149	4.5440
150	4.4944
151	4.2223
152	3.9990
153	4.6065
154	4.8569
155	4.5926
156	4.6835
157	4.6000
158	4.2824
159	4.4262
160	4.1467
161	4.0225
162	4.2263
163	4.4745
164	4.0246
165	4.6151
166	4.2622
167	4.4744
168	4.4344
169	4.3649
170	4.2644
171	3.7146
172	4.1701
173	4.7983
174	4.6582
175	3.9371
176	4.4280
177	4.5392
178	4.2606
179	4.4300
180	3.9517
181	4.1598
182	4.3619
183	4.7014
184	4.2844
185	4.4576
186	4.4080
187	4.1480
188	4.8252
189	4.3922
190	3.9324
191	4.6858
192	4.4124
193	4.5311
194	4.7848
195	3.9199
196	4.4729
197	4.2336
198	4.0835
199	4.1744
200	4.3077
201	3.9004
202	4.1843
203	4.0751
204	4.1472
205	4.1879
206	4.0334
207	4.2182
208	3.9479
209	4.2395
210	4.5728
211	3.8092
212	4.0028
213	4.1648
214	4.0896
215	4.1788
216	3.7930
217	4.2192
218	4.2329
219	4.0566
220	4.4448
221	4.2278
222	4.5550
223	3.8952
224	4.2305
225	3.8248
226	4.3760
227	4.3610
228	4.1010
229	4.1910
230	3.9578
231	4.3051
232	4.3895
233	3.8049
234	4.2945
235	4.2881
236	3.7261
237	3.8960
238	3.6415
239	4.2784
240	3.6058
241	4.0512
242	4.5169
243	3.9452
244	4.2930
245	3.6624
246	4.2147
247	4.5070
248	3.9973
249	4.2754
250	3.7418
251	3.8249
252	3.8932
253	3.8914
254	4.0660
255	3.9257
256	3.7374
257	4.3542
258	4.0474
259	3.8023
260	4.5540
261	3.8843
262	4.2005
263	3.4409
264	3.9615
265	3.9214
266	3.8791
267	3.6747
268	3.6555
269	4.4955
270	4.1890
271	3.9823
272	4.0930
273	4.3676
274	4.0021
275	4.1835
276	3.9931
277	4.0124
278	3.8724
279	4.1778
280	3.8923
281	4.0648
282	3.7500
283	3.9822
284	3.8246
285	3.9253
286	3.8535
287	3.6899
288	3.5573
289	3.9666
290	3.7134
291	3.8052
292	4.1054
293	3.6547
294	4.0097
295	4.1180
296	3.8976
297	4.3582
298	3.8032
299	4.0320
300	4.0854
301	3.8573
302	3.9355
303	3.9107
304	3.5920
305	4.1153
306	4.0236
307	3.9304
308	4.0466
309	3.6281
310	3.8986
311	3.8087
312	3.9420
313	4.1235
314	3.9293
315	3.6675
316	3.9198
317	3.5976
318	3.8732
319	4.1090
320	3.9025
321	3.7863
322	3.6856
323	4.3977
324	3.8426
325	3.9389
326	3.6518
327	3.6181
328	3.8140
329	3.8893
330	4.0106
331	3.8157
332	3.7240
333	3.6362
334	3.8646
335	3.8806
336	4.0035
337	3.8970
338	3.9613
339	3.8519
340	3.9628
341	3.8984
342	3.6641
343	4.0638
344	3.8519
345	4.5193
346	3.9728
347	3.4893
348	3.8612
349	3.9678
350	3.6689
351	3.9581
352	3.8726
353	4.1208
354	3.8989
355	4.1631
356	4.1172
357	3.9958
358	3.9157
359	3.9675
360	3.9625
361	3.9671
362	3.8407
363	3.9025
364	3.9142
365	3.8339
366	3.8615
367	4.1633
368	3.7051
369	3.9288
370	3.9951
371	3.8778
372	3.7348
373	3.7601
374	3.7958
375	3.5512
376	4.0295
377	3.8418
378	3.8569
379	3.7124
380	4.4158
381	3.5277
382	4.0905
383	3.9810
384	3.8068
385	3.7207
386	3.5697
387	3.4660
388	3.9404
389	4.1039
390	4.0320
391	3.7287
392	4.0758
393	3.7884
394	3.6619
395	4.0568
396	3.8259
397	3.9486
398	3.4673
399	3.9847
400	3.8375
401	3.4861
402	3.6620
403	4.0981
404	3.7076
405	3.4603
406	3.7281
407	3.7523
408	3.6078
409	3.8251
410	3.6797
411	3.6994
412	3.7509
413	3.9259
414	3.9611
415	3.9171
416	3.8542
417	3.7127
418	4.3161
419	4.0334
420	3.6123
421	3.9532
422	3.7828
423	3.4751
424	3.6401
425	3.4580
426	4.0687
427	3.9154
428	4.1192
429	3.6570
430	3.9871
431	3.8671
432	3.7299
433	3.8786
434	3.4418
435	3.6755
436	3.6406
437	4.1420
438	3.7058
439	3.6823
440	3.6706
441	3.7836
442	4.0317
443	3.7719
444	4.0252
445	3.4760
446	3.8387
447	3.8210
448	4.2799
449	3.9265
450	3.3637
451	3.8585
452	3.5483
453	3.6491
454	3.9329
455	3.7421
456	3.8754
457	3.4324
458	3.8084
459	3.5281
460	4.0775
461	3.9665
462	3.8482
463	4.0487
464	3.8539
465	4.1546
466	3.7333
467	3.7741
468	3.4068
469	3.5703
470	3.7848
471	3.8079
472	3.8106
473	3.4201
